9562,latitude,longitude,type,residential_population
5289,48.60716075,21.1975558806,dp,1
5290,48.60805525,21.1975558806,dp,1
5291,48.60894975,21.1975558806,dp,0
5292,48.60984425,21.1975558806,dp,0
5293,48.61073875,21.1975558806,dp,0
5294,48.61163325,21.1975558806,dp,0
5295,48.61252775,21.1975558806,dp,0
5296,48.61342225,21.1975558806,dp,0
5297,48.61431675,21.1975558806,dp,0
5298,48.61521125,21.1975558806,dp,0
5299,48.61610575,21.1975558806,dp,0
5300,48.6170002499,21.1975558806,dp,0
5301,48.61789475,21.1975558806,dp,0
5302,48.61878925,21.1975558806,dp,0
5303,48.61968375,21.1975558806,dp,0
5304,48.62057825,21.1975558806,dp,0
5305,48.62147275,21.1975558806,dp,0
5306,48.62236725,21.1975558806,dp,0
5307,48.62326175,21.1975558806,dp,0
5308,48.62415625,21.1975558806,dp,0
5309,48.62505075,21.1975558806,dp,0
5310,48.62594525,21.1975558806,dp,0
5311,48.62683975,21.1975558806,dp,0
5312,48.62773425,21.1975558806,dp,0
5313,48.62862875,21.1975558806,dp,0
5314,48.62952325,21.1975558806,dp,0
5315,48.63041775,21.1975558806,dp,0
5316,48.63131225,21.1975558806,dp,0
5317,48.63220675,21.1975558806,dp,0
5318,48.63310125,21.1975558806,dp,1
5319,48.6339957499,21.1975558806,dp,1
5320,48.63489025,21.1975558806,dp,1
5321,48.63578475,21.1975558806,dp,1
5322,48.63667925,21.1975558806,dp,1
5323,48.64115175,21.1975558806,dp,1
5324,48.64204625,21.1975558806,dp,3
5325,48.64294075,21.1975558806,dp,3
5326,48.64383525,21.1975558806,dp,3
5327,48.6447297499,21.1975558806,dp,4
5328,48.64562425,21.1975558806,dp,50
5329,48.57585325,21.1989145511,dp,0
5330,48.57674775,21.1989145511,dp,1
5331,48.60089925,21.1989145511,dp,1
5332,48.60179375,21.1989145511,dp,1
5333,48.60268825,21.1989145511,dp,1
5334,48.60626625,21.1989145511,dp,1
5335,48.60716075,21.1989145511,dp,1
5336,48.60805525,21.1989145511,dp,1
5337,48.60894975,21.1989145511,dp,0
5338,48.60984425,21.1989145511,dp,0
5339,48.61073875,21.1989145511,dp,0
5340,48.61163325,21.1989145511,dp,0
5341,48.61252775,21.1989145511,dp,0
5342,48.61342225,21.1989145511,dp,0
5343,48.61431675,21.1989145511,dp,0
5344,48.61521125,21.1989145511,dp,0
5345,48.61610575,21.1989145511,dp,0
5346,48.6170002499,21.1989145511,dp,0
5347,48.61789475,21.1989145511,dp,0
5348,48.61878925,21.1989145511,dp,0
5349,48.61968375,21.1989145511,dp,0
5350,48.62057825,21.1989145511,dp,0
5351,48.62147275,21.1989145511,dp,0
5352,48.62236725,21.1989145511,dp,0
5353,48.62326175,21.1989145511,dp,0
5354,48.62415625,21.1989145511,dp,0
5355,48.62505075,21.1989145511,dp,0
5356,48.62594525,21.1989145511,dp,0
5357,48.62683975,21.1989145511,dp,0
5358,48.62773425,21.1989145511,dp,0
5359,48.62862875,21.1989145511,dp,0
5360,48.62952325,21.1989145511,dp,0
5361,48.63041775,21.1989145511,dp,0
5362,48.63131225,21.1989145511,dp,0
5363,48.63220675,21.1989145511,dp,0
5364,48.63310125,21.1989145511,dp,1
5365,48.6339957499,21.1989145511,dp,1
5366,48.63489025,21.1989145511,dp,1
5367,48.63578475,21.1989145511,dp,1
5368,48.63667925,21.1989145511,dp,1
5369,48.63757375,21.1989145511,dp,1
5370,48.63846825,21.1989145511,dp,1
5371,48.6393627499,21.1989145511,dp,1
5372,48.64115175,21.1989145511,dp,1
5373,48.64204625,21.1989145511,dp,3
5374,48.64294075,21.1989145511,dp,3
5375,48.64383525,21.1989145511,dp,3
5376,48.6447297499,21.1989145511,dp,3
5377,48.64562425,21.1989145511,dp,17
5378,48.57585325,21.2002732215,dp,1
5379,48.60089925,21.2002732215,dp,1
5380,48.60179375,21.2002732215,dp,1
5381,48.60268825,21.2002732215,dp,1
5382,48.60358275,21.2002732215,dp,1
5383,48.60447725,21.2002732215,dp,1
5384,48.60716075,21.2002732215,dp,1
5385,48.60805525,21.2002732215,dp,1
5386,48.60894975,21.2002732215,dp,0
5387,48.60984425,21.2002732215,dp,0
5388,48.61073875,21.2002732215,dp,0
5389,48.61163325,21.2002732215,dp,0
5390,48.61252775,21.2002732215,dp,0
5391,48.61342225,21.2002732215,dp,0
5392,48.61431675,21.2002732215,dp,0
5393,48.61521125,21.2002732215,dp,0
5394,48.61610575,21.2002732215,dp,0
5395,48.6170002499,21.2002732215,dp,0
5396,48.61789475,21.2002732215,dp,0
5397,48.61878925,21.2002732215,dp,0
5398,48.61968375,21.2002732215,dp,0
5399,48.62057825,21.2002732215,dp,0
5400,48.62147275,21.2002732215,dp,0
5401,48.62236725,21.2002732215,dp,0
5402,48.62326175,21.2002732215,dp,0
5403,48.62415625,21.2002732215,dp,0
5404,48.62505075,21.2002732215,dp,0
5405,48.62594525,21.2002732215,dp,0
5406,48.62683975,21.2002732215,dp,0
5407,48.62773425,21.2002732215,dp,0
5408,48.62862875,21.2002732215,dp,0
5409,48.62952325,21.2002732215,dp,0
5410,48.63041775,21.2002732215,dp,0
5411,48.63131225,21.2002732215,dp,0
5412,48.63220675,21.2002732215,dp,0
5413,48.63310125,21.2002732215,dp,1
5414,48.6339957499,21.2002732215,dp,1
5415,48.63489025,21.2002732215,dp,1
5416,48.63578475,21.2002732215,dp,1
5417,48.63757375,21.2002732215,dp,2
5418,48.63846825,21.2002732215,dp,1
5419,48.6393627499,21.2002732215,dp,1
5420,48.64025725,21.2002732215,dp,1
5421,48.64115175,21.2002732215,dp,1
5422,48.64204625,21.2002732215,dp,2
5423,48.64294075,21.2002732215,dp,2
5424,48.64383525,21.2002732215,dp,2
5425,48.6447297499,21.2002732215,dp,2
5426,48.64562425,21.2002732215,dp,8
5427,48.57585325,21.201631892,dp,1
5428,48.60179375,21.201631892,dp,1
5429,48.60268825,21.201631892,dp,1
5430,48.60358275,21.201631892,dp,1
5431,48.60447725,21.201631892,dp,1
5432,48.60716075,21.201631892,dp,1
5433,48.60805525,21.201631892,dp,1
5434,48.60894975,21.201631892,dp,0
5435,48.60984425,21.201631892,dp,0
5436,48.61073875,21.201631892,dp,0
5437,48.61163325,21.201631892,dp,0
5438,48.61252775,21.201631892,dp,0
5439,48.61342225,21.201631892,dp,0
5440,48.61431675,21.201631892,dp,0
5441,48.61521125,21.201631892,dp,0
5442,48.61610575,21.201631892,dp,0
5443,48.6170002499,21.201631892,dp,0
5444,48.61789475,21.201631892,dp,0
5445,48.61878925,21.201631892,dp,0
5446,48.61968375,21.201631892,dp,0
5447,48.62057825,21.201631892,dp,0
5448,48.62147275,21.201631892,dp,0
5449,48.62236725,21.201631892,dp,0
5450,48.62326175,21.201631892,dp,0
5451,48.62415625,21.201631892,dp,0
5452,48.62505075,21.201631892,dp,0
5453,48.62594525,21.201631892,dp,0
5454,48.62683975,21.201631892,dp,0
5455,48.62773425,21.201631892,dp,0
5456,48.62862875,21.201631892,dp,0
5457,48.62952325,21.201631892,dp,0
5458,48.63041775,21.201631892,dp,0
5459,48.63131225,21.201631892,dp,0
5460,48.63220675,21.201631892,dp,0
5461,48.63310125,21.201631892,dp,1
5462,48.6339957499,21.201631892,dp,1
5463,48.63489025,21.201631892,dp,1
5464,48.63578475,21.201631892,dp,2
5465,48.6393627499,21.201631892,dp,2
5466,48.64025725,21.201631892,dp,1
5467,48.64115175,21.201631892,dp,1
5468,48.64204625,21.201631892,dp,2
5469,48.64294075,21.201631892,dp,2
5470,48.64383525,21.201631892,dp,2
5471,48.6447297499,21.201631892,dp,2
5472,48.57585325,21.2029905624,dp,1
5473,48.57674775,21.2029905624,dp,2
5474,48.60179375,21.2029905624,dp,2
5475,48.60268825,21.2029905624,dp,1
5476,48.60358275,21.2029905624,dp,1
5477,48.60447725,21.2029905624,dp,1
5478,48.60537175,21.2029905624,dp,1
5479,48.60894975,21.2029905624,dp,1
5480,48.60984425,21.2029905624,dp,0
5481,48.61073875,21.2029905624,dp,0
5482,48.61163325,21.2029905624,dp,0
5483,48.61252775,21.2029905624,dp,0
5484,48.61342225,21.2029905624,dp,0
5485,48.61431675,21.2029905624,dp,0
5486,48.61521125,21.2029905624,dp,0
5487,48.61610575,21.2029905624,dp,0
5488,48.6170002499,21.2029905624,dp,0
5489,48.61789475,21.2029905624,dp,0
5490,48.61878925,21.2029905624,dp,0
5491,48.61968375,21.2029905624,dp,0
5492,48.62057825,21.2029905624,dp,0
5493,48.62147275,21.2029905624,dp,0
5494,48.62236725,21.2029905624,dp,0
5495,48.62326175,21.2029905624,dp,0
5496,48.62415625,21.2029905624,dp,0
5497,48.62505075,21.2029905624,dp,0
5498,48.62594525,21.2029905624,dp,0
5499,48.62683975,21.2029905624,dp,0
5500,48.62773425,21.2029905624,dp,0
5501,48.62862875,21.2029905624,dp,0
5502,48.62952325,21.2029905624,dp,0
5503,48.63041775,21.2029905624,dp,0
5504,48.63131225,21.2029905624,dp,0
5505,48.63220675,21.2029905624,dp,0
5506,48.63310125,21.2029905624,dp,1
5507,48.6339957499,21.2029905624,dp,1
5508,48.63489025,21.2029905624,dp,1
5509,48.63578475,21.2029905624,dp,1
5510,48.63667925,21.2029905624,dp,3
5511,48.64025725,21.2029905624,dp,1
5512,48.64115175,21.2029905624,dp,4
5513,48.6447297499,21.2029905624,dp,12
5514,48.64562425,21.2029905624,dp,6
5515,48.64651875,21.2029905624,dp,5
5516,48.64741325,21.2029905624,dp,3
5517,48.64830775,21.2029905624,dp,7
5518,48.57674775,21.2043492329,dp,1
5519,48.60268825,21.2043492329,dp,3
5520,48.60358275,21.2043492329,dp,1
5521,48.60447725,21.2043492329,dp,1
5522,48.60537175,21.2043492329,dp,1
5523,48.60626625,21.2043492329,dp,1
5524,48.60894975,21.2043492329,dp,1
5525,48.60984425,21.2043492329,dp,0
5526,48.61073875,21.2043492329,dp,0
5527,48.61163325,21.2043492329,dp,0
5528,48.61252775,21.2043492329,dp,0
5529,48.61342225,21.2043492329,dp,0
5530,48.61431675,21.2043492329,dp,0
5531,48.61521125,21.2043492329,dp,0
5532,48.61610575,21.2043492329,dp,0
5533,48.6170002499,21.2043492329,dp,0
5534,48.61789475,21.2043492329,dp,0
5535,48.61878925,21.2043492329,dp,0
5536,48.61968375,21.2043492329,dp,0
5537,48.62057825,21.2043492329,dp,0
5538,48.62147275,21.2043492329,dp,0
5539,48.62236725,21.2043492329,dp,0
5540,48.62326175,21.2043492329,dp,0
5541,48.62415625,21.2043492329,dp,0
5542,48.62505075,21.2043492329,dp,0
5543,48.62594525,21.2043492329,dp,0
5544,48.62683975,21.2043492329,dp,0
5545,48.62773425,21.2043492329,dp,0
5546,48.62862875,21.2043492329,dp,0
5547,48.62952325,21.2043492329,dp,0
5548,48.63041775,21.2043492329,dp,0
5549,48.63131225,21.2043492329,dp,0
5550,48.63220675,21.2043492329,dp,0
5551,48.63310125,21.2043492329,dp,1
5552,48.6339957499,21.2043492329,dp,1
5553,48.63489025,21.2043492329,dp,1
5554,48.63578475,21.2043492329,dp,1
5555,48.63667925,21.2043492329,dp,2
5556,48.6393627499,21.2043492329,dp,2
5557,48.64025725,21.2043492329,dp,6
5558,48.57674775,21.2057079034,dp,1
5559,48.60358275,21.2057079034,dp,1
5560,48.60447725,21.2057079034,dp,1
5561,48.60537175,21.2057079034,dp,1
5562,48.60626625,21.2057079034,dp,1
5563,48.60805525,21.2057079034,dp,1
5564,48.60894975,21.2057079034,dp,0
5565,48.60984425,21.2057079034,dp,0
5566,48.61073875,21.2057079034,dp,0
5567,48.61163325,21.2057079034,dp,0
5568,48.61252775,21.2057079034,dp,0
5569,48.61342225,21.2057079034,dp,0
5570,48.61431675,21.2057079034,dp,0
5571,48.61521125,21.2057079034,dp,0
5572,48.61610575,21.2057079034,dp,0
5573,48.6170002499,21.2057079034,dp,0
5574,48.61789475,21.2057079034,dp,0
5575,48.61878925,21.2057079034,dp,0
5576,48.61968375,21.2057079034,dp,0
5577,48.62057825,21.2057079034,dp,0
5578,48.62147275,21.2057079034,dp,0
5579,48.62236725,21.2057079034,dp,0
5580,48.62326175,21.2057079034,dp,0
5581,48.62415625,21.2057079034,dp,0
5582,48.62505075,21.2057079034,dp,0
5583,48.62594525,21.2057079034,dp,0
5584,48.62683975,21.2057079034,dp,0
5585,48.62773425,21.2057079034,dp,0
5586,48.62862875,21.2057079034,dp,0
5587,48.62952325,21.2057079034,dp,0
5588,48.63041775,21.2057079034,dp,0
5589,48.63131225,21.2057079034,dp,0
5590,48.63220675,21.2057079034,dp,0
5591,48.63310125,21.2057079034,dp,1
5592,48.6339957499,21.2057079034,dp,1
5593,48.63489025,21.2057079034,dp,1
5594,48.63578475,21.2057079034,dp,1
5595,48.63667925,21.2057079034,dp,1
5596,48.63757375,21.2057079034,dp,2
5597,48.6393627499,21.2057079034,dp,2
5598,48.57674775,21.2070665738,dp,1
5599,48.57764225,21.2070665738,dp,1
5600,48.60358275,21.2070665738,dp,4
5601,48.60447725,21.2070665738,dp,1
5602,48.60537175,21.2070665738,dp,1
5603,48.60626625,21.2070665738,dp,1
5604,48.60716075,21.2070665738,dp,1
5605,48.60805525,21.2070665738,dp,1
5606,48.60894975,21.2070665738,dp,0
5607,48.60984425,21.2070665738,dp,0
5608,48.61073875,21.2070665738,dp,0
5609,48.61163325,21.2070665738,dp,0
5610,48.61252775,21.2070665738,dp,0
5611,48.61342225,21.2070665738,dp,0
5612,48.61431675,21.2070665738,dp,0
5613,48.61521125,21.2070665738,dp,0
5614,48.61610575,21.2070665738,dp,0
5615,48.6170002499,21.2070665738,dp,0
5616,48.61789475,21.2070665738,dp,0
5617,48.61878925,21.2070665738,dp,0
5618,48.61968375,21.2070665738,dp,0
5619,48.62057825,21.2070665738,dp,0
5620,48.62147275,21.2070665738,dp,0
5621,48.62236725,21.2070665738,dp,0
5622,48.62326175,21.2070665738,dp,0
5623,48.62415625,21.2070665738,dp,0
5624,48.62505075,21.2070665738,dp,0
5625,48.62594525,21.2070665738,dp,0
5626,48.62683975,21.2070665738,dp,0
5627,48.62773425,21.2070665738,dp,0
5628,48.62862875,21.2070665738,dp,0
5629,48.62952325,21.2070665738,dp,0
5630,48.63041775,21.2070665738,dp,0
5631,48.63131225,21.2070665738,dp,0
5632,48.63220675,21.2070665738,dp,0
5633,48.63310125,21.2070665738,dp,1
5634,48.6339957499,21.2070665738,dp,1
5635,48.63489025,21.2070665738,dp,1
5636,48.63578475,21.2070665738,dp,1
5637,48.63667925,21.2070665738,dp,1
5638,48.63757375,21.2070665738,dp,1
5639,48.63846825,21.2070665738,dp,1
5640,48.6393627499,21.2070665738,dp,9
5641,48.57764225,21.2084252443,dp,3
5642,48.58211475,21.2084252443,dp,3
5643,48.58300925,21.2084252443,dp,4
5644,48.60447725,21.2084252443,dp,2
5645,48.60537175,21.2084252443,dp,1
5646,48.60626625,21.2084252443,dp,1
5647,48.60716075,21.2084252443,dp,1
5648,48.60805525,21.2084252443,dp,1
5649,48.60894975,21.2084252443,dp,1
5650,48.60984425,21.2084252443,dp,1
5651,48.61163325,21.2084252443,dp,1
5652,48.61252775,21.2084252443,dp,1
5653,48.61342225,21.2084252443,dp,1
5654,48.61431675,21.2084252443,dp,1
5655,48.61521125,21.2084252443,dp,1
5656,48.61610575,21.2084252443,dp,1
5657,48.6170002499,21.2084252443,dp,1
5658,48.61789475,21.2084252443,dp,0
5659,48.61878925,21.2084252443,dp,0
5660,48.61968375,21.2084252443,dp,0
5661,48.62057825,21.2084252443,dp,0
5662,48.62147275,21.2084252443,dp,0
5663,48.62236725,21.2084252443,dp,0
5664,48.62326175,21.2084252443,dp,0
5665,48.62415625,21.2084252443,dp,0
5666,48.62505075,21.2084252443,dp,1
5667,48.62594525,21.2084252443,dp,1
5668,48.62683975,21.2084252443,dp,1
5669,48.62773425,21.2084252443,dp,1
5670,48.62862875,21.2084252443,dp,1
5671,48.62952325,21.2084252443,dp,1
5672,48.63041775,21.2084252443,dp,1
5673,48.63131225,21.2084252443,dp,1
5674,48.63220675,21.2084252443,dp,1
5675,48.63310125,21.2084252443,dp,1
5676,48.6339957499,21.2084252443,dp,1
5677,48.63489025,21.2084252443,dp,1
5678,48.63578475,21.2084252443,dp,1
5679,48.63667925,21.2084252443,dp,1
5680,48.63757375,21.2084252443,dp,1
5681,48.63846825,21.2084252443,dp,2
5682,48.57764225,21.2097839147,dp,7
5683,48.57853675,21.2097839147,dp,3
5684,48.58122025,21.2097839147,dp,3
5685,48.58211475,21.2097839147,dp,1
5686,48.58300925,21.2097839147,dp,3
5687,48.60537175,21.2097839147,dp,7
5688,48.60626625,21.2097839147,dp,1
5689,48.60716075,21.2097839147,dp,1
5690,48.60805525,21.2097839147,dp,1
5691,48.60894975,21.2097839147,dp,1
5692,48.60984425,21.2097839147,dp,1
5693,48.61073875,21.2097839147,dp,1
5694,48.61252775,21.2097839147,dp,1
5695,48.61342225,21.2097839147,dp,1
5696,48.61431675,21.2097839147,dp,1
5697,48.61521125,21.2097839147,dp,1
5698,48.61610575,21.2097839147,dp,1
5699,48.6170002499,21.2097839147,dp,1
5700,48.61789475,21.2097839147,dp,0
5701,48.61878925,21.2097839147,dp,0
5702,48.61968375,21.2097839147,dp,0
5703,48.62057825,21.2097839147,dp,0
5704,48.62147275,21.2097839147,dp,0
5705,48.62236725,21.2097839147,dp,0
5706,48.62326175,21.2097839147,dp,0
5707,48.62415625,21.2097839147,dp,0
5708,48.62505075,21.2097839147,dp,1
5709,48.62594525,21.2097839147,dp,1
5710,48.62683975,21.2097839147,dp,1
5711,48.62773425,21.2097839147,dp,1
5712,48.62862875,21.2097839147,dp,1
5713,48.62952325,21.2097839147,dp,1
5714,48.63041775,21.2097839147,dp,1
5715,48.63131225,21.2097839147,dp,1
5716,48.63220675,21.2097839147,dp,1
5717,48.63310125,21.2097839147,dp,1
5718,48.6339957499,21.2097839147,dp,1
5719,48.63489025,21.2097839147,dp,1
5720,48.63578475,21.2097839147,dp,1
5721,48.63667925,21.2097839147,dp,1
5722,48.63757375,21.2097839147,dp,4
5723,48.57853675,21.2111425852,dp,2
5724,48.57943125,21.2111425852,dp,2
5725,48.58032575,21.2111425852,dp,2
5726,48.58122025,21.2111425852,dp,1
5727,48.58211475,21.2111425852,dp,1
5728,48.58300925,21.2111425852,dp,2
5729,48.60894975,21.2111425852,dp,1
5730,48.60984425,21.2111425852,dp,1
5731,48.61073875,21.2111425852,dp,1
5732,48.61252775,21.2111425852,dp,1
5733,48.61342225,21.2111425852,dp,1
5734,48.61431675,21.2111425852,dp,1
5735,48.61521125,21.2111425852,dp,1
5736,48.61610575,21.2111425852,dp,1
5737,48.6170002499,21.2111425852,dp,1
5738,48.61789475,21.2111425852,dp,0
5739,48.61878925,21.2111425852,dp,0
5740,48.61968375,21.2111425852,dp,0
5741,48.62057825,21.2111425852,dp,0
5742,48.62147275,21.2111425852,dp,0
5743,48.62236725,21.2111425852,dp,0
5744,48.62326175,21.2111425852,dp,0
5745,48.62415625,21.2111425852,dp,0
5746,48.62505075,21.2111425852,dp,1
5747,48.62594525,21.2111425852,dp,1
5748,48.62683975,21.2111425852,dp,1
5749,48.62773425,21.2111425852,dp,1
5750,48.62862875,21.2111425852,dp,1
5751,48.62952325,21.2111425852,dp,1
5752,48.63041775,21.2111425852,dp,1
5753,48.63131225,21.2111425852,dp,1
5754,48.63220675,21.2111425852,dp,1
5755,48.63310125,21.2111425852,dp,1
5756,48.6339957499,21.2111425852,dp,1
5757,48.63489025,21.2111425852,dp,1
5758,48.63578475,21.2111425852,dp,1
5759,48.57764225,21.2125012556,dp,7
5760,48.57853675,21.2125012556,dp,1
5761,48.57943125,21.2125012556,dp,1
5762,48.58032575,21.2125012556,dp,1
5763,48.58122025,21.2125012556,dp,1
5764,48.58211475,21.2125012556,dp,1
5765,48.58300925,21.2125012556,dp,1
5766,48.58390375,21.2125012556,dp,8
5767,48.60984425,21.2125012556,dp,1
5768,48.61073875,21.2125012556,dp,1
5769,48.61431675,21.2125012556,dp,1
5770,48.61521125,21.2125012556,dp,1
5771,48.61610575,21.2125012556,dp,1
5772,48.6170002499,21.2125012556,dp,1
5773,48.61789475,21.2125012556,dp,0
5774,48.61878925,21.2125012556,dp,0
5775,48.61968375,21.2125012556,dp,0
5776,48.62057825,21.2125012556,dp,0
5777,48.62147275,21.2125012556,dp,0
5778,48.62236725,21.2125012556,dp,0
5779,48.62326175,21.2125012556,dp,0
5780,48.62415625,21.2125012556,dp,0
5781,48.62505075,21.2125012556,dp,1
5782,48.62594525,21.2125012556,dp,1
5783,48.62683975,21.2125012556,dp,1
5784,48.62773425,21.2125012556,dp,1
5785,48.62862875,21.2125012556,dp,1
5786,48.62952325,21.2125012556,dp,1
5787,48.63041775,21.2125012556,dp,1
5788,48.63131225,21.2125012556,dp,1
5789,48.63220675,21.2125012556,dp,1
5790,48.63310125,21.2125012556,dp,1
5791,48.6339957499,21.2125012556,dp,1
5792,48.63489025,21.2125012556,dp,1
5793,48.57764225,21.2138599261,dp,5
5794,48.57853675,21.2138599261,dp,1
5795,48.57943125,21.2138599261,dp,1
5796,48.58032575,21.2138599261,dp,1
5797,48.58122025,21.2138599261,dp,1
5798,48.58211475,21.2138599261,dp,1
5799,48.58300925,21.2138599261,dp,1
5800,48.58390375,21.2138599261,dp,1
5801,48.60984425,21.2138599261,dp,4
5802,48.61073875,21.2138599261,dp,1
5803,48.61163325,21.2138599261,dp,1
5804,48.61431675,21.2138599261,dp,1
5805,48.61521125,21.2138599261,dp,1
5806,48.61610575,21.2138599261,dp,1
5807,48.6170002499,21.2138599261,dp,1
5808,48.61789475,21.2138599261,dp,0
5809,48.61878925,21.2138599261,dp,0
5810,48.61968375,21.2138599261,dp,0
5811,48.62057825,21.2138599261,dp,0
5812,48.62147275,21.2138599261,dp,0
5813,48.62236725,21.2138599261,dp,0
5814,48.62326175,21.2138599261,dp,0
5815,48.62415625,21.2138599261,dp,0
5816,48.62505075,21.2138599261,dp,1
5817,48.62594525,21.2138599261,dp,1
5818,48.62683975,21.2138599261,dp,1
5819,48.62773425,21.2138599261,dp,1
5820,48.62862875,21.2138599261,dp,1
5821,48.62952325,21.2138599261,dp,1
5822,48.63041775,21.2138599261,dp,1
5823,48.63131225,21.2138599261,dp,1
5824,48.63220675,21.2138599261,dp,1
5825,48.63310125,21.2138599261,dp,1
5826,48.6339957499,21.2138599261,dp,1
5827,48.57764225,21.2152185965,dp,5
5828,48.57853675,21.2152185965,dp,1
5829,48.57943125,21.2152185965,dp,1
5830,48.58032575,21.2152185965,dp,1
5831,48.58122025,21.2152185965,dp,1
5832,48.58211475,21.2152185965,dp,1
5833,48.58300925,21.2152185965,dp,1
5834,48.58390375,21.2152185965,dp,1
5835,48.58479825,21.2152185965,dp,10
5836,48.61073875,21.2152185965,dp,2
5837,48.61163325,21.2152185965,dp,1
5838,48.61521125,21.2152185965,dp,1
5839,48.61610575,21.2152185965,dp,1
5840,48.6170002499,21.2152185965,dp,1
5841,48.61789475,21.2152185965,dp,0
5842,48.61878925,21.2152185965,dp,0
5843,48.61968375,21.2152185965,dp,0
5844,48.62057825,21.2152185965,dp,0
5845,48.62147275,21.2152185965,dp,0
5846,48.62236725,21.2152185965,dp,0
5847,48.62326175,21.2152185965,dp,0
5848,48.62415625,21.2152185965,dp,0
5849,48.62505075,21.2152185965,dp,1
5850,48.62594525,21.2152185965,dp,1
5851,48.62683975,21.2152185965,dp,1
5852,48.62773425,21.2152185965,dp,1
5853,48.62862875,21.2152185965,dp,1
5854,48.62952325,21.2152185965,dp,1
5855,48.63041775,21.2152185965,dp,1
5856,48.63131225,21.2152185965,dp,1
5857,48.63220675,21.2152185965,dp,1
5858,48.63310125,21.2152185965,dp,1
5859,48.57764225,21.216577267,dp,5
5860,48.57853675,21.216577267,dp,1
5861,48.57943125,21.216577267,dp,1
5862,48.58032575,21.216577267,dp,1
5863,48.58122025,21.216577267,dp,1
5864,48.58211475,21.216577267,dp,1
5865,48.58300925,21.216577267,dp,1
5866,48.58390375,21.216577267,dp,1
5867,48.61163325,21.216577267,dp,1
5868,48.61252775,21.216577267,dp,1
5869,48.61521125,21.216577267,dp,1
5870,48.61610575,21.216577267,dp,1
5871,48.6170002499,21.216577267,dp,1
5872,48.61789475,21.216577267,dp,1
5873,48.61878925,21.216577267,dp,1
5874,48.61968375,21.216577267,dp,1
5875,48.62057825,21.216577267,dp,1
5876,48.62147275,21.216577267,dp,1
5877,48.62236725,21.216577267,dp,1
5878,48.62326175,21.216577267,dp,1
5879,48.62415625,21.216577267,dp,1
5880,48.62505075,21.216577267,dp,1
5881,48.62594525,21.216577267,dp,1
5882,48.62683975,21.216577267,dp,1
5883,48.62773425,21.216577267,dp,1
5884,48.62862875,21.216577267,dp,1
5885,48.62952325,21.216577267,dp,1
5886,48.63041775,21.216577267,dp,1
5887,48.63131225,21.216577267,dp,1
5888,48.57853675,21.2179359375,dp,1
5889,48.57943125,21.2179359375,dp,1
5890,48.58032575,21.2179359375,dp,1
5891,48.58122025,21.2179359375,dp,1
5892,48.58211475,21.2179359375,dp,1
5893,48.58300925,21.2179359375,dp,1
5894,48.58390375,21.2179359375,dp,0
5895,48.61252775,21.2179359375,dp,0
5896,48.61342225,21.2179359375,dp,0
5897,48.6170002499,21.2179359375,dp,1
5898,48.61789475,21.2179359375,dp,1
5899,48.61878925,21.2179359375,dp,1
5900,48.61968375,21.2179359375,dp,1
5901,48.62057825,21.2179359375,dp,1
5902,48.62147275,21.2179359375,dp,1
5903,48.62236725,21.2179359375,dp,1
5904,48.62326175,21.2179359375,dp,1
5905,48.62415625,21.2179359375,dp,1
5906,48.62505075,21.2179359375,dp,1
5907,48.62594525,21.2179359375,dp,1
5908,48.62683975,21.2179359375,dp,1
5909,48.62773425,21.2179359375,dp,1
5910,48.62862875,21.2179359375,dp,1
5911,48.62952325,21.2179359375,dp,1
5912,48.63041775,21.2179359375,dp,1
5913,48.57853675,21.2192946079,dp,2
5914,48.57943125,21.2192946079,dp,1
5915,48.58032575,21.2192946079,dp,1
5916,48.58122025,21.2192946079,dp,1
5917,48.58211475,21.2192946079,dp,1
5918,48.58300925,21.2192946079,dp,1
5919,48.58390375,21.2192946079,dp,0
5920,48.58479825,21.2192946079,dp,0
5921,48.61342225,21.2192946079,dp,0
5922,48.61789475,21.2192946079,dp,1
5923,48.61878925,21.2192946079,dp,1
5924,48.61968375,21.2192946079,dp,1
5925,48.62057825,21.2192946079,dp,1
5926,48.62147275,21.2192946079,dp,1
5927,48.62236725,21.2192946079,dp,1
5928,48.62326175,21.2192946079,dp,1
5929,48.62415625,21.2192946079,dp,1
5930,48.62505075,21.2192946079,dp,1
5931,48.62594525,21.2192946079,dp,1
5932,48.62683975,21.2192946079,dp,1
5933,48.62773425,21.2192946079,dp,1
5934,48.62862875,21.2192946079,dp,1
5935,48.62952325,21.2192946079,dp,5
5936,48.57853675,21.2206532784,dp,4
5937,48.57943125,21.2206532784,dp,1
5938,48.58032575,21.2206532784,dp,1
5939,48.58122025,21.2206532784,dp,1
5940,48.58211475,21.2206532784,dp,1
5941,48.58300925,21.2206532784,dp,1
5942,48.58390375,21.2206532784,dp,0
5943,48.58479825,21.2206532784,dp,0
5944,48.61342225,21.2206532784,dp,0
5945,48.61431675,21.2206532784,dp,0
5946,48.61878925,21.2206532784,dp,1
5947,48.61968375,21.2206532784,dp,1
5948,48.62057825,21.2206532784,dp,1
5949,48.62147275,21.2206532784,dp,1
5950,48.62236725,21.2206532784,dp,1
5951,48.62326175,21.2206532784,dp,1
5952,48.62415625,21.2206532784,dp,1
5953,48.62594525,21.2206532784,dp,1
5954,48.62683975,21.2206532784,dp,1
5955,48.62773425,21.2206532784,dp,2
